News Agency,relevance,hours since published,publish date,title,url
theage.com.au,0,7,"Fri, 19 Feb 2021 01:22:34 +1100","Bad conduct is tolerated, normalised. This is not a normal workplace",https://www.theage.com.au/national/bad-conduct-is-tolerated-normalised-this-is-not-a-normal-workplace-20210218-p573t5.html?ref=rss&utm_medium=rss&utm_source=rss_feed
theage.com.au,0,8,"Fri, 19 Feb 2021 00:15:00 +1100",Morrison must be held accountable for inaction that left women vulnerable,https://www.theage.com.au/politics/federal/morrison-must-be-held-accountable-for-inaction-that-left-women-vulnerable-20210218-p573s0.html?ref=rss&utm_medium=rss&utm_source=rss_feed
theage.com.au,0,8,"Fri, 19 Feb 2021 00:05:00 +1100",Trouble with paradise: the crisis Australia has hardly noticed,https://www.theage.com.au/national/trouble-with-paradise-the-crisis-australia-has-hardly-noticed-20210218-p573ki.html?ref=rss&utm_medium=rss&utm_source=rss_feed
theage.com.au,0,8,"Fri, 19 Feb 2021 00:01:00 +1100",More than ever before Tash Sultana is ready to explode,https://www.theage.com.au/culture/music/more-than-ever-before-tash-sultana-is-ready-to-explode-20210217-p573by.html?ref=rss&utm_medium=rss&utm_source=rss_feed
theage.com.au,0,8,"Fri, 19 Feb 2021 00:00:00 +1100","Your Daily Horoscope for Friday, February 19",https://www.theage.com.au/lifestyle/life-and-relationships/your-daily-horoscope-for-friday-february-19-20210218-p573qh.html?ref=rss&utm_medium=rss&utm_source=rss_feed
theage.com.au,0,8,"Fri, 19 Feb 2021 00:00:00 +1100",‘It has to stop’: former High Court judge calls out sexual harassment,https://www.theage.com.au/national/it-has-to-stop-former-high-court-judge-calls-out-sexual-harassment-20210217-p573fr.html?ref=rss&utm_medium=rss&utm_source=rss_feed
theage.com.au,0,8,"Fri, 19 Feb 2021 00:00:00 +1100",How do I deal with political correctness in the office?,https://www.theage.com.au/business/workplace/how-do-i-deal-with-political-correctness-in-the-office-20210216-p5732y.html?ref=rss&utm_medium=rss&utm_source=rss_feed
theage.com.au,0,8,"Fri, 19 Feb 2021 00:00:00 +1100",New workplace law attacks long-held protections for employees,https://www.theage.com.au/business/workplace/new-workplace-law-attacks-long-held-protections-for-employees-20210216-p572zs.html?ref=rss&utm_medium=rss&utm_source=rss_feed
theage.com.au,0,8,"Fri, 19 Feb 2021 00:00:00 +1100",Pet training shift: why teamwork is better than dominance,https://www.theage.com.au/lifestyle/life-and-relationships/pet-training-shift-why-teamwork-is-better-than-dominance-20210203-p56z3v.html?ref=rss&utm_medium=rss&utm_source=rss_feed
theage.com.au,0,8,"Thu, 18 Feb 2021 23:59:00 +1100",Former NSW premier Nick Greiner takes Manhattan,https://www.theage.com.au/national/former-nsw-premier-nick-greiner-takes-manhattan-20210218-p573tr.html?ref=rss&utm_medium=rss&utm_source=rss_feed
theage.com.au,0,45,"Wed, 17 Feb 2021 11:15:59 +1100",Bringing MiniDisc back from the dead,https://www.theage.com.au/technology/bringing-minidisc-back-from-the-dead-20210215-p572ii.html?ref=rss&utm_medium=rss&utm_source=rss_technology
theguardian.com.au,0,10,"Thu, 18 Feb 2021 22:45:00 +0000",Country Week heartache and outpouring,https://www.theguardian.com.au/sport/country-weekheartache-andoutpouring
theguardian.com.au,0,10,"Thu, 18 Feb 2021 22:45:00 +0000",Pipped at the post,https://www.theguardian.com.au/sport/pipped-at-the-post
theguardian.com.au,0,10,"Thu, 18 Feb 2021 22:45:00 +0000",Organ donations hit by pandemic,https://www.theguardian.com.au/news/organ-donations-hit-by-pandemic
theguardian.com.au,0,10,"Thu, 18 Feb 2021 22:45:00 +0000",Gee Gee bridge no more,https://www.theguardian.com.au/news/gee-gee-bridgeno-more
theguardian.com.au,0,10,"Thu, 18 Feb 2021 22:45:00 +0000",Jockey breaks restricted whip rule.,https://www.theguardian.com.au/sport/jockey-breaks-restricted-whip-rule-1
theguardian.com.au,0,10,"Thu, 18 Feb 2021 22:45:00 +0000",In the back of the mind,https://www.theguardian.com.au/news/in-the-back-of-the-mind
theguardian.com.au,0,10,"Thu, 18 Feb 2021 22:45:00 +0000",RISING STAR BREAKS RECORD,https://www.theguardian.com.au/sport/rising-star-breaks-record
theguardian.com.au,0,10,"Thu, 18 Feb 2021 22:45:00 +0000",Weekend gone to waste,https://www.theguardian.com.au/news/weekend-gone-to-waste
theguardian.com.au,0,10,"Thu, 18 Feb 2021 22:45:00 +0000",Administrator's column 19/2/21,https://www.theguardian.com.au/opinion/xxxxxx-451
theguardian.com.au,0,10,"Thu, 18 Feb 2021 22:45:00 +0000",ECONOMY SMASHED,https://www.theguardian.com.au/news/economy-smashed
theguardian.com.au,0,10,"Thu, 18 Feb 2021 22:45:00 +0000",Forty years in law,https://www.theguardian.com.au/news/forty-years-in-law
theguardian.com.au,0,10,"Thu, 18 Feb 2021 22:45:00 +0000",Agriculture's place in net zero carbon future,https://www.theguardian.com.au/news/agricultures-place-in-net-zero-carbon-future
theguardian.com.au,0,10,"Thu, 18 Feb 2021 22:45:00 +0000","'Cunning' trial, says trainer",https://www.theguardian.com.au/sport/cunning-trialsays-trainer
theguardian.com.au,0,10,"Thu, 18 Feb 2021 22:45:00 +0000",Long-term backpackers help with wine harvest,https://www.theguardian.com.au/news/long-term-backpackers-help-with-wine-harvest
theguardian.com.au,0,10,"Thu, 18 Feb 2021 22:45:00 +0000",Rain an 'obvious' choice,https://www.theguardian.com.au/news/rain-an-obvious-choice
theguardian.com.au,0,10,"Thu, 18 Feb 2021 22:45:00 +0000",The fighting proof in Wyche,https://www.theguardian.com.au/news/the-fighting-proof-in-wyche
theguardian.com.au,0,10,"Thu, 18 Feb 2021 22:45:00 +0000",Warning over fatal canine illness,https://www.theguardian.com.au/news/warning-overfatal-canine-illness
theguardian.com.au,0,10,"Thu, 18 Feb 2021 22:45:00 +0000",Serve the vulnerable,https://www.theguardian.com.au/news/serve-thevulnerable
theguardian.com.au,0,10,"Thu, 18 Feb 2021 22:45:00 +0000",Up a gear,https://www.theguardian.com.au/news/up-a-gear
theguardian.com.au,0,10,"Thu, 18 Feb 2021 22:45:00 +0000",Mallee Root Festival moves to fresh ground,https://www.theguardian.com.au/news/mallee-root-festival-moves-to-fresh-ground
theguardian.com.au,0,10,"Thu, 18 Feb 2021 22:30:00 +0000",Around the Churches: 19/2/21,https://www.theguardian.com.au/news/xxxxxx-450
theguardian.com.au,0,10,"Thu, 18 Feb 2021 22:30:00 +0000",Anzac Day march called off,https://www.theguardian.com.au/news/anzac-day-march-called-off
theguardian.com.au,0,10,"Thu, 18 Feb 2021 22:30:00 +0000",Girls cricket makes Swan Hill debut,https://www.theguardian.com.au/sport/girls-cricket-makes-swan-hill-debut
theguardian.com.au,0,10,"Thu, 18 Feb 2021 22:30:00 +0000",Chinese New Year at home,https://www.theguardian.com.au/news/chinese-new-year-at-home
theguardian.com.au,0,10,"Thu, 18 Feb 2021 22:30:00 +0000",Church events on hold,https://www.theguardian.com.au/news/church-events-on-hold
theguardian.com.au,0,10,"Thu, 18 Feb 2021 22:30:00 +0000",Snake watch after recent sightings,https://www.theguardian.com.au/news/snake-watch-after-recent-sightings
theguardian.com.au,0,10,"Thu, 18 Feb 2021 22:30:00 +0000",Vaccine to be rolled out,https://www.theguardian.com.au/news/vaccine-to-be-rolled-out
theguardian.com.au,0,10,"Thu, 18 Feb 2021 22:30:00 +0000",Insecticide found in dead Robinvale corellas,https://www.theguardian.com.au/news/insecticide-found-indead-robinvale-corellas
theguardian.com.au,0,10,"Thu, 18 Feb 2021 22:30:00 +0000",Cupper: Nats playing 'gruby' politics,https://www.theguardian.com.au/news/cupper-nats-playing-gruby-politics
theguardian.com.au,0,10,"Thu, 18 Feb 2021 22:30:00 +0000",Cash for pickers,https://www.theguardian.com.au/news/cash-for-pickers
theguardian.com.au,0,10,"Thu, 18 Feb 2021 22:30:00 +0000",Facebook wipes news,https://www.theguardian.com.au/news/facebook-wipes-news
theguardian.com.au,0,10,"Thu, 18 Feb 2021 22:30:00 +0000",Sesssion on going solar,https://www.theguardian.com.au/news/sesssion-on-goingsolar
theguardian.com.au,0,10,"Thu, 18 Feb 2021 22:30:00 +0000","We need 'clarity and certainty', says Walsh",https://www.theguardian.com.au/news/we-need-clarity-and-certainty-says-walsh
theguardian.com.au,0,10,"Thu, 18 Feb 2021 22:15:00 +0000",Road works at roundabout,https://www.theguardian.com.au/news/road-works-at-roundabout
theguardian.com.au,0,10,"Thu, 18 Feb 2021 22:15:00 +0000",Woolies goes green with solar,https://www.theguardian.com.au/news/woolies-goes-green-with-solar
theguardian.com.au,0,10,"Thu, 18 Feb 2021 22:15:00 +0000",Entertain with grants,https://www.theguardian.com.au/news/entertain-with-grants
theguardian.com.au,0,10,"Thu, 18 Feb 2021 22:15:00 +0000",Internet more a 'dream than reality',https://www.theguardian.com.au/news/internet-more-a-dream-than-reality
theguardian.com.au,0,10,"Thu, 18 Feb 2021 22:15:00 +0000",More water,https://www.theguardian.com.au/opinion/more-water
theguardian.com.au,0,10,"Thu, 18 Feb 2021 22:15:00 +0000",Help with rental costs,https://www.theguardian.com.au/news/help-with-rental-costs
theguardian.com.au,0,10,"Thu, 18 Feb 2021 22:15:00 +0000",Police Beat: 19/2/21,https://www.theguardian.com.au/news/xxxxxx-447
theguardian.com.au,0,10,"Thu, 18 Feb 2021 22:15:00 +0000",Letters to the Editor: 19/2/21,https://www.theguardian.com.au/letters/xxxxxx-448
theguardian.com.au,0,10,"Thu, 18 Feb 2021 22:00:00 +0000",Facebook has banned local news outlets in Australia.,https://www.theguardian.com.au/facebook-has-banned-local-news-outlets-in-australia
